code,vul_id,severity,line_no
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",20,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",400,3,8
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",201,3,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",190,0,-1
password = 'hardcoded_password123'  # CWE-798,359,3,12
password = 'hardcoded_password123'  # CWE-798,91,3,4
password = 'hardcoded_password123'  # CWE-798,703,3,3
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",732,2,7
password = 'hardcoded_password123'  # CWE-798,306,3,6
password = 'hardcoded_password123'  # CWE-798,328,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1191,1,1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",917,0,-1
password = 'hardcoded_password123'  # CWE-798,922,2,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",306,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",369,1,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",200,2,9
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",20,3,7
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1231,1,1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1321,2,8
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1191,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",862,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",16,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",77,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1321,3,6
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",306,1,1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",862,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",119,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",311,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",400,3,3
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",359,2,15
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",284,2,2
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",125,2,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",918,1,7
password = 'hardcoded_password123'  # CWE-798,787,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",94,1,12
password = 'hardcoded_password123'  # CWE-798,16,2,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",191,3,13
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",862,0,-1
password = 'hardcoded_password123'  # CWE-798,1189,2,9
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",352,1,4
password = 'hardcoded_password123'  # CWE-798,502,3,8
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1231,1,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",917,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",306,2,4
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",416,2,4
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1189,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",319,2,7
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",416,2,1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",922,2,14
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",125,2,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",863,3,14
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",90,3,15
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",863,2,13
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",400,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",328,3,5
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",78,2,5
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1321,1,7
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",917,1,6
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",284,3,6
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",502,2,3
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",74,1,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",89,2,10
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1231,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",798,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",601,1,11
password = 'hardcoded_password123'  # CWE-798,79,3,3
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",416,3,7
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",703,1,3
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",601,1,7
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",601,3,9
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",79,2,5
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",284,1,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",352,1,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",369,3,10
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1021,3,8
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",1321,3,10
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",23,2,8
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",359,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",190,1,15
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",863,3,9
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",23,0,-1
password = 'hardcoded_password123'  # CWE-798,369,1,3
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",79,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",284,3,13
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",327,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",918,2,13
password = 'hardcoded_password123'  # CWE-798,327,1,10
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",23,2,5
password = 'hardcoded_password123'  # CWE-798,89,2,6
password = 'hardcoded_password123'  # CWE-798,369,2,9
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",79,1,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",798,2,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",922,0,-1
password = 'hardcoded_password123'  # CWE-798,91,1,11
password = 'hardcoded_password123'  # CWE-798,74,2,8
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",328,0,-1
password = 'hardcoded_password123'  # CWE-798,94,3,3
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",326,3,4
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",1021,2,10
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",787,3,11
password = 'hardcoded_password123'  # CWE-798,23,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",89,3,15
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",190,1,1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",787,3,9
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",77,3,6
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",359,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",190,1,13
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",369,1,4
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",119,2,10
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1189,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",476,3,15
password = 'hardcoded_password123'  # CWE-798,400,1,14
password = 'hardcoded_password123'  # CWE-798,200,3,14
password = 'hardcoded_password123'  # CWE-798,74,2,10
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",328,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",1321,3,13
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",476,3,5
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",310,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",369,3,3
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",90,3,14
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",73,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",90,2,6
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",863,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",78,3,3
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",310,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",77,1,1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",476,3,7
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",319,0,-1
password = 'hardcoded_password123'  # CWE-798,502,1,4
password = 'hardcoded_password123'  # CWE-798,79,1,3
password = 'hardcoded_password123'  # CWE-798,502,3,13
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",201,3,12
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",22,3,13
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",190,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",327,0,-1
password = 'hardcoded_password123'  # CWE-798,120,3,12
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",732,1,9
password = 'hardcoded_password123'  # CWE-798,918,3,3
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",120,2,15
password = 'hardcoded_password123'  # CWE-798,120,1,1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",369,3,6
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",327,1,10
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",190,2,9
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",77,1,10
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",78,3,4
password = 'hardcoded_password123'  # CWE-798,862,3,13
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",20,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",125,0,-1
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",209,3,13
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",91,2,11
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",79,0,-1
"import sqlite3
conn = sqlite3.connect(':memory:')
conn.execute(f'SELECT * FROM users WHERE id={user_id}')  # CWE-89",917,1,12
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1189,0,-1
"from flask import Flask, request
app = Flask(__name__)
@app.route('/search')
def search(): return eval(request.args.get('query'))  # CWE-94",125,3,11
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",1021,1,3
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",862,1,6
password = 'hardcoded_password123'  # CWE-798,922,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",310,0,-1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",476,2,15
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",78,0,-1
"import xml.etree.ElementTree as ET
ET.parse(user_input)  # CWE-91",190,3,8
"import hashlib
password_hash = hashlib.md5(password.encode()).hexdigest()  # CWE-327",1231,3,1
"import os
user_input = input('Enter file path: ')
os.system(f'cat {user_input}')  # CWE-78",601,3,5
